Kennziffer;Raumeinheit;Aggregat;Kaufkraft;Einzelhandelsrelevante Kaufkraft;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erreichbarkeit von Mittelzentren;Erreichbarkeit von Oberzentren;Nahversorgung Supermärkte Durchschnittsdistanz;Nahversorgung Apotheken Durchschnittsdistanz;Arbeitslose
;;;2015;2015;2016;2017;2018;2019;2020;2021;2022;2016;2017;2018;2019;2020;2021;2022;2021;2021;2021;2021;2015
"14729260";"Markkleeberg, Stadt";"Gemeinden";"22.842,82";"6.372,29";"33,02";"33,02";"33,14";"33,21";"33,35";"33,55";"33,62";"6,23";"6,20";"6,17";"6,14";"5,97";"6,00";"5,97";"0,00";"12,22";"525,52";"687,03";"726,00"
"14729270";"Markranstädt, Stadt";"Gemeinden";"21.247,91";"6.183,39";"19,23";"19,31";"19,33";"19,71";"19,76";"19,79";"19,83";"3,42";"3,42";"3,44";"3,58";"3,54";"3,52";"3,52";"12,28";"21,53";"1.129,57";"1.679,89";"462,00"
"14729300";"Naunhof, Stadt";"Gemeinden";"22.474,82";"6.009,15";"16,77";"16,79";"16,90";"16,90";"16,92";"17,12";"17,45";"3,47";"3,45";"3,45";"3,45";"3,42";"3,50";"3,68";"13,96";"24,00";"1.288,61";"1.692,32";"276,00"
"14729320";"Neukieritzsch";"Gemeinden";"18.937,97";"5.991,22";"16,36";"16,44";"16,46";"16,48";"16,50";"16,71";"16,75";"2,19";"2,19";"2,19";"2,19";"2,19";"2,19";"2,19";"9,76";"27,13";"1.884,27";"2.036,97";"311,00"
"14729330";"Otterwisch";"Gemeinden";"20.045,93";"5.603,56";"6,99";"6,99";"6,99";"6,99";"7,03";"7,03";"7,16";"0,57";"0,57";"0,57";"0,57";"0,57";"0,53";"0,62";"14,12";"32,51";"5.758,44";"6.039,90";"41,00"
"14729340";"Parthenstein";"Gemeinden";"22.661,94";"6.013,18";"11,36";"11,50";"11,50";"11,50";"11,53";"11,67";"11,93";"1,80";"1,80";"1,80";"1,80";"1,80";"1,77";"1,80";"13,41";"28,96";"3.367,85";"4.085,80";"79,00"
"14729350";"Pegau, Stadt";"Gemeinden";"20.020,35";"5.899,71";"10,70";"10,74";"10,78";"10,82";"10,82";"10,85";"10,87";"1,19";"1,23";"1,23";"1,21";"1,21";"1,21";"1,19";"19,65";"28,51";"1.973,52";"2.210,02";"254,00"
"14729360";"Regis-Breitingen, Stadt";"Gemeinden";"19.314,69";"5.935,74";"14,14";"13,50";"13,50";"13,50";"13,50";"13,54";"13,54";"3,72";"3,64";"3,64";"3,64";"3,64";"3,60";"3,60";"11,58";"38,36";"418,05";"1.235,15";"177,00"
"14729370";"Rötha, Stadt";"Gemeinden";"19.665,34";"5.934,96";"16,70";"16,72";"16,72";"16,73";"17,29";"18,08";"18,10";"1,78";"1,78";"1,75";"1,76";"2,05";"2,05";"2,03";"9,25";"18,02";"1.372,50";"2.308,82";"246,00"
"14729380";"Thallwitz";"Gemeinden";"21.395,19";"5.876,28";"8,72";"8,76";"8,76";"8,76";"8,78";"8,80";"8,97";"1,39";"1,39";"1,39";"1,39";"1,39";"1,38";"1,45";"9,22";"32,89";"3.960,35";"4.600,53";"100,00"
"14729400";"Trebsen/Mulde, Stadt";"Gemeinden";"20.209,66";"5.938,33";"11,70";"11,76";"11,78";"11,78";"11,81";"11,81";"11,84";"1,94";"1,94";"1,94";"1,94";"1,94";"1,91";"1,88";"7,94";"29,65";"1.649,10";"1.914,27";"158,00"
"14729410";"Wurzen, Stadt";"Gemeinden";"19.476,92";"6.236,10";"15,14";"15,17";"15,18";"15,18";"15,22";"15,26";"15,26";"2,55";"2,56";"2,56";"2,56";"2,57";"2,55";"2,57";"0,00";"30,56";"1.228,89";"1.431,77";"851,00"
"14729430";"Zwenkau, Stadt";"Gemeinden";"20.584,45";"6.158,68";"15,27";"15,10";"15,12";"15,14";"15,34";"15,36";"15,38";"2,07";"2,07";"2,05";"2,07";"2,12";"2,12";"2,12";"16,64";"23,95";"933,03";"1.422,82";"299,00"
"14730010";"Arzberg";"Gemeinden";"17.739,32";"5.843,40";"5,86";"5,91";"5,94";"5,89";"5,91";"5,89";"5,91";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,24";"14,47";"68,93";"2.174,67";"6.914,28";"122,00"
"14730020";"Bad Düben, Stadt";"Gemeinden";"20.308,84";"6.535,80";"14,16";"14,84";"14,93";"14,95";"14,98";"15,02";"15,09";"1,57";"1,86";"1,86";"1,86";"1,86";"1,88";"1,88";"17,61";"40,14";"964,64";"1.209,64";"431,00"
"14730030";"Beilrode";"Gemeinden";"18.767,77";"5.774,79";"5,79";"5,85";"5,85";"5,88";"6,60";"7,01";"7,03";"0,15";"0,15";"0,16";"0,16";"0,27";"0,26";"0,25";"9,57";"64,03";"2.442,87";"2.540,53";"227,00"
"14730045";"Belgern-Schildau, Stadt";"Gemeinden";"18.350,91";"5.988,57";"6,13";"6,21";"6,21";"6,69";"7,03";"7,06";"7,07";"0,43";"0,43";"0,44";"0,58";"0,61";"0,61";"0,61";"14,47";"68,93";"2.133,26";"2.513,23";"316,00"
"14730050";"Cavertitz";"Gemeinden";"19.805,97";"5.843,46";"5,42";"5,44";"5,44";"5,45";"5,48";"5,49";"5,49";"0,48";"0,48";"0,48";"0,48";"0,48";"0,48";"0,49";"13,99";"60,89";"2.906,04";"6.545,94";"85,00"
"14730060";"Dahlen, Stadt";"Gemeinden";"18.993,20";"6.052,50";"7,15";"7,18";"7,90";"7,90";"7,97";"7,99";"8,08";"0,49";"0,50";"0,78";"0,77";"0,77";"0,77";"0,77";"13,06";"51,41";"2.006,11";"2.167,13";"205,00"
"14730070";"Delitzsch, Stadt";"Gemeinden";"19.538,69";"6.153,79";"19,40";"19,65";"20,61";"21,04";"21,12";"21,22";"21,24";"1,48";"1,58";"2,28";"2,47";"2,49";"2,57";"2,57";"0,00";"27,56";"610,35";"760,90";"1.488,00"
"14730080";"Doberschütz";"Gemeinden";"19.260,71";"5.963,83";"8,34";"8,68";"8,69";"9,70";"9,71";"9,74";"9,80";"0,80";"0,81";"0,81";"0,84";"0,84";"0,84";"0,84";"12,54";"36,20";"1.832,00";"4.257,51";"136,00"
"14730090";"Dommitzsch, Stadt";"Gemeinden";"19.061,84";"6.397,87";"9,89";"9,95";"9,99";"10,35";"10,97";"11,43";"11,43";"0,30";"0,30";"0,30";"0,30";"0,43";"0,59";"0,59";"12,70";"63,11";"1.199,80";"1.349,41";"109,00"
"14730100";"Dreiheide";"Gemeinden";"19.001,07";"5.645,98";"6,99";"7,02";"7,08";"7,11";"8,54";"8,57";"8,57";"0,18";"0,18";"0,18";"0,18";"0,30";"0,30";"0,30";"7,22";"52,44";"1.001,41";"5.175,60";"66,00"
"14730110";"Eilenburg, Stadt";"Gemeinden";"18.911,18";"6.231,93";"24,72";"25,81";"25,75";"26,07";"26,11";"26,17";"26,19";"2,41";"2,71";"2,71";"2,88";"2,88";"2,88";"2,88";"0,00";"26,98";"578,55";"667,24";"1.055,00"
"14730120";"Elsnig";"Gemeinden";"18.255,21";"5.582,26";"7,32";"7,40";"7,40";"7,51";"7,62";"8,40";"8,43";"0,87";"0,87";"0,89";"0,89";"0,89";"1,14";"1,16";"8,32";"58,74";"3.805,85";"3.996,50";"62,00"
"14730140";"Jesewitz";"Gemeinden";"21.717,68";"5.984,87";"7,70";"8,16";"8,16";"8,18";"8,18";"8,22";"8,20";"0,53";"0,53";"0,53";"0,51";"0,51";"0,57";"0,57";"5,60";"21,38";"2.173,15";"5.276,23";"90,00"
"14730150";"Krostitz";"Gemeinden";"21.339,90";"5.865,77";"10,34";"10,37";"11,32";"11,32";"11,32";"11,34";"11,38";"0,44";"0,44";"0,72";"0,69";"0,69";"0,69";"0,69";"13,00";"22,90";"1.586,85";"1.663,75";"94,00"
"14730160";"Laußig";"Gemeinden";"18.727,06";"5.564,79";"6,02";"6,04";"6,46";"6,43";"6,43";"6,47";"6,48";"0,27";"0,27";"0,27";"0,27";"0,27";"0,28";"0,28";"14,34";"41,32";"3.784,07";"4.152,17";"172,00"
"14730170";"Liebschützberg";"Gemeinden";"18.994,11";"5.813,29";"6,38";"6,39";"6,42";"6,42";"6,66";"7,03";"7,03";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"8,12";"62,94";"3.651,62";"4.837,22";"117,00"
"14730180";"Löbnitz";"Gemeinden";"20.063,36";"5.527,59";"11,47";"11,90";"11,85";"11,87";"11,79";"11,79";"11,82";"0,80";"0,99";"1,04";"1,04";"1,10";"1,10";"1,10";"14,77";"39,26";"1.505,81";"1.478,95";"66,00"
"14730190";"Mockrehna";"Gemeinden";"18.605,20";"5.615,33";"5,99";"5,99";"6,00";"6,04";"6,64";"6,90";"6,92";"0,30";"0,30";"0,31";"0,31";"0,35";"0,35";"0,34";"13,69";"40,77";"2.966,69";"3.109,84";"193,00"
"14730200";"Mügeln, Stadt";"Gemeinden";"18.992,75";"6.061,24";"10,97";"10,97";"10,98";"11,56";"12,11";"12,09";"12,11";"0,60";"0,60";"0,60";"0,74";"0,84";"0,84";"0,84";"12,53";"44,72";"1.627,66";"1.955,39";"334,00"
"14730210";"Naundorf";"Gemeinden";"18.479,24";"5.874,06";"7,50";"7,61";"7,64";"7,64";"7,66";"7,69";"7,72";"0,38";"0,38";"0,38";"0,38";"0,38";"0,41";"0,41";"7,56";"49,64";"3.523,19";"4.966,81";"100,00"
"14730230";"Oschatz, Stadt";"Gemeinden";"19.695,45";"6.140,95";"18,20";"19,99";"20,02";"20,04";"20,06";"21,03";"21,57";"2,00";"2,74";"2,76";"2,74";"2,74";"3,01";"3,05";"0,00";"55,75";"879,37";"1.086,27";"809,00"
"14730250";"Rackwitz";"Gemeinden";"19.667,46";"6.152,22";"13,39";"13,64";"13,58";"13,61";"13,64";"13,70";"14,20";"0,47";"0,47";"0,50";"0,50";"0,50";"0,56";"0,92";"12,61";"16,05";"735,61";"878,43";"247,00"
"14730270";"Schkeuditz, Stadt";"Gemeinden";"20.652,72";"6.169,92";"27,95";"29,45";"29,51";"29,67";"30,70";"36,01";"36,01";"1,35";"1,96";"1,96";"1,99";"2,18";"2,17";"2,17";"0,00";"20,53";"667,96";"1.696,75";"704,00"
"14730280";"Schönwölkau";"Gemeinden";"19.123,92";"5.858,52";"7,16";"7,53";"7,67";"7,69";"7,71";"7,73";"7,73";"0,38";"0,43";"0,47";"0,47";"0,47";"0,47";"0,47";"14,52";"26,00";"5.343,24";"5.363,33";"96,00"
"14730300";"Taucha, Stadt";"Gemeinden";"22.578,56";"6.270,73";"23,95";"24,74";"27,87";"28,63";"28,63";"28,66";"28,75";"3,82";"3,82";"4,97";"5,00";"5,00";"5,00";"5,09";"12,63";"14,35";"896,93";"786,93";"541,00"
"14730310";"Torgau, Stadt";"Gemeinden";"18.643,37";"6.347,13";"13,86";"13,89";"14,11";"14,19";"15,20";"15,43";"15,59";"1,24";"1,25";"1,36";"1,39";"1,94";"2,07";"2,22";"0,00";"54,46";"746,18";"1.131,62";"1.594,00"
"14730320";"Trossin";"Gemeinden";"19.336,22";"5.716,07";"4,04";"4,04";"4,03";"4,46";"4,49";"4,83";"4,82";"0,29";"0,29";"0,30";"0,38";"0,38";"0,38";"0,38";"19,09";"56,73";"5.550,01";"6.683,89";"42,00"
"14730330";"Wermsdorf";"Gemeinden";"19.853,07";"5.848,77";"6,91";"7,03";"7,05";"7,37";"7,40";"7,41";"7,46";"0,74";"0,75";"0,75";"0,82";"0,83";"0,83";"0,83";"16,72";"40,08";"2.185,80";"2.567,32";"229,00"
"14730340";"Wiedemar";"Gemeinden";"19.192,23";"5.804,54";"12,12";"12,18";"12,23";"12,24";"12,56";"12,79";"12,81";"0,36";"0,36";"0,37";"0,37";"0,57";"0,58";"0,58";"10,53";"19,05";"3.168,21";"3.896,75";"217,00"
"14730360";"Zschepplin";"Gemeinden";"19.052,53";"5.816,50";"6,53";"6,67";"6,88";"6,92";"6,92";"6,93";"6,93";"1,07";"1,05";"1,05";"1,10";"1,11";"1,13";"1,11";"4,91";"31,89";"3.304,90";"5.065,57";"113,00"
